Date,Tavg,Tmin,Tmax
2015-11-04,47.44141184153224,43.97770269541279,50.18556717470167
2015-11-05,49.452088946031914,47.10452943601156,51.54200690010223
2015-11-06,51.47747778276666,47.12421403718419,55.16575524245734
2015-11-07,52.19314099040395,51.000362086655855,53.8912454121144
2015-11-08,49.41953552506524,48.3072996332019,51.1541478392558
2015-11-09,48.09125026014033,44.84708853049227,50.08080999000972
2015-11-10,47.16921691109763,44.238232641247876,49.75097393115791
2015-11-11,47.983564548696705,44.94871191924874,50.85829564243844
2015-11-12,47.429632567834545,44.110435114625695,51.068044963387024
2015-11-13,53.81666322088418,51.3417045473199,55.44830754425802
2015-11-14,47.18452089585932,44.484357969130016,51.22015893354094
2015-11-15,43.75241727270154,42.06930341469361,45.99885863322049
2015-11-16,43.817957119501024,40.19738709700306,47.155429941892635
2015-11-17,51.28867197516399,46.53815677434409,55.528735065836415
2015-11-18,45.204634091905234,43.03068168295071,47.240237846295315
2015-11-19,44.108330758412905,41.754750854304554,46.25761368962908
2015-11-20,42.027529364248714,39.355160505629236,45.77697891602695
2015-11-21,41.34003328725078,37.488188770691536,45.81837208165889
2015-11-22,42.44990074606054,39.57634747571592,46.647358209975266
2015-11-23,41.664444584455175,38.66738906224039,43.804373730556485
2015-11-24,43.36726611535831,41.55792093213561,45.67993921367126
2015-11-25,40.673745423917886,37.670268159552606,44.074917097827004
2015-11-26,41.125258696121904,36.931007201462975,45.9196288761723
2015-11-27,40.2629293638603,36.41857575289653,44.50857336182404
2015-11-28,38.9814990114617,35.87550547133223,42.22691696382833
2015-11-29,37.830298203775655,36.57574402527463,39.767516698949045
2015-11-30,39.188559124962296,35.00029523492467,42.86075335678298
2015-12-01,44.43831679096206,42.11460307221665,48.15354515943013
2015-12-02,45.55935252502391,42.096683001223084,48.60952048990388
2015-12-03,48.31300305384897,44.99252426559824,51.494971091669335
2015-12-04,46.98750932611767,45.98814418859051,48.75833395166175
2015-12-05,46.382271311859036,45.324036220583444,48.17854564315644
2015-12-06,49.5611701783599,46.664587230596354,52.10708493037906
2015-12-07,48.978003071712436,47.82510018272827,50.94067880489564
2015-12-08,52.728303843839264,48.84871919793479,56.02366615043699
2015-12-09,49.25488886064448,45.694090629358904,51.85174803896014
2015-12-10,47.46345559244809,45.90786887060252,48.974524826574736
2015-12-11,45.27732853887622,42.68184299572545,47.87449699827174
2015-12-12,44.65458470217647,42.78717475374644,47.793092763671666
2015-12-13,45.37860918776796,43.8204112763738,46.57443160793554
