"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-12-19",,"47","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-12-20",,"46","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-12-21",,"42","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-12-22",,"46","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-12-23",,"41","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-12-24",,"42","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-12-25",,"41","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-12-26",,"40","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-12-27",,"40","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-12-28",,"41","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-12-29",,"45","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-12-30",,"42","30"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-12-31",,"42","28"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-01",,"46","28"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-02",,"42","25"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-03",,"40","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-04",,"38","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-05",,"46","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-06",,"53","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-07",,"44","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-08",,"48","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-09",,"49","30"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-10",,"52","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-11",,"47","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-12",,"48","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-13",,"54","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-14",,"48","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-15",,"47","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-16",,"52","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-17",,"49","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-18",,"52","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-19",,"47","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-20",,"50","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-21",,"53","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-22",,"55","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-23",,"46","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-24",,"50","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-25",,"55","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-26",,"56","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-27",,"58","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-28",,"56","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-29",,"49","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-30",,"46","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-01-31",,"45","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-01",,"45","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-02",,"50","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-03",,"47","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-04",,"49","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-05",,"52","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-06",,"48","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-07",,"52","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-08",,"59","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-09",,"63","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-10",,"56","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-11",,"55","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-12",,"57","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-13",,"50","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-14",,"53","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-15",,"54","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-16",,"54","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-17",,"63","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-18",,"51","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-19",,"50","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-20",,"51","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-21",,"50","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-22",,"51","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-23",,"58","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-24",,"57","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-25",,"62","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-26",,"57","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-27",,"56","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-28",,"50","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-02-29",,"53","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-01",,"57","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-02",,"54","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-03",,"58","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-04",,"55","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-05",,"64","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-06",,"59","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-07",,"51","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-08",,"53","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-09",,"55","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-10",,"55","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-11",,"60","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-12",,"50","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-13",,"54","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-14",,"47","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-15",,"50","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-16",,"53","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-17",,"57","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-18",,"63","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-19",,"61","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-20",,"54","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-21",,"55","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-22",,"55","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-23",,"51","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-24",,"52","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-25",,"56","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-26",,"58","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-27",,"55","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-28",,"55","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-29",,"63","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-30",,"68","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-03-31",,"71","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-01",,"71","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-02",,"62","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-03",,"68","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-04",,"58","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-05",,"56","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-06",,"69","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-07",,"78","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-08",,"76","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-09",,"64","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-10",,"58","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-11",,"58","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-12",,"57","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-13",,"58","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-14",,"59","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-15",,"59","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-16",,"67","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-17",,"80","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-18",,"89","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-19",,"84","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-20",,"81","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-21",,"72","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-22",,"62","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-23",,"64","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-24",,"55","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-25",,"59","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-26",,"59","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-27",,"63","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-28",,"63","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-29",,"61","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-04-30",,"67","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-01",,"79","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-02",,"87","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-03",,"72","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-04",,"60","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-05",,"68","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-06",,"77","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-07",,"82","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-08",,"66","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-09",,"67","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-10",,"75","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-11",,"80","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-12",,"76","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-13",,"84","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-14",,"58","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-15",,"56","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-16",,"59","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-17",,"69","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-18",,"65","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-19",,"63","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-20",,"66","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-21",,"58","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-22",,"66","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-23",,"66","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-24",,"66","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-25",,"65","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-26",,"62","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-27",,"64","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-28",,"62","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-29",,"64","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-30",,"72","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-05-31",,"80","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-01",,"74","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-02",,"70","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-03",,"82","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-04",,"85","62"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-05",,"93","64"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-06",,"88","62"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-07",,"84","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-08",,"67","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-09",,"64","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-10",,"65","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-11",,"67","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-12",,"70","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-13",,"65","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-14",,"60","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-15",,"66","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-16",,"70","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-17",,"69","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-18",,"66","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-19",,"72","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-20",,"75","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-21",,"71","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-22",,"75","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-23",,"68","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-24",,"69","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-25",,"72","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-26",,"80","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-27",,"85","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-28",,"76","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-29",,"72","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-06-30",,"73","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-01",,"75","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-02",,"75","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-03",,"71","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-04",,"69","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-05",,"67","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-06",,"76","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-07",,"68","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-08",,"72","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-09",,"71","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-10",,"73","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-11",,"73","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-12",,"76","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-13",,"74","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-14",,"76","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-15",,"76","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-16",,"73","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-17",,"79","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-18",,"71","60"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-19",,"77","60"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-20",,"80","60"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-21",,"84","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-22",,"73","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-23",,"73","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-24",,"81","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-25",,"86","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-26",,"78","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-27",,"84","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-28",,"88","61"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-29",,"89","62"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-30",,"75","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-07-31",,"72","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-01",,"77","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-02",,"71","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-03",,"76","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-04",,"82","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-05",,"79","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-06",,"71","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-07",,"69","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-08",,"73","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-09",,"71","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-10",,"76","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-11",,"81","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-12",,"90","63"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-13",,"91","64"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-14",,"85","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-15",,"83","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-16",,"83","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-17",,"80","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-18",,"87","60"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-19",,"95","69"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-20",,"91","62"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-21",,"73","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-22",,"72","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-23",,"80","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-24",,"85","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-25",,"91","61"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-26",,"92","64"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-27",,"73","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-28",,"70","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-29",,"79","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-30",,"71","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-08-31",,"69","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-01",,"66","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-02",,"69","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-03",,"69","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-04",,"70","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-05",,"64","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-06",,"65","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-07",,"66","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-08",,"70","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-09",,"73","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-10",,"77","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-11",,"70","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-12",,"75","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-13",,"77","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-14",,"78","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-15",,"72","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-16",,"74","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-17",,"67","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-18",,"68","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-19",,"68","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-20",,"67","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-21",,"68","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-22",,"65","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-23",,"63","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-24",,"66","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-25",,"76","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-26",,"77","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-27",,"69","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-28",,"67","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-29",,"66","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-09-30",,"65","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-01",,"63","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-02",,"63","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-03",,"60","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-04",,"60","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-05",,"65","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-06",,"62","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-07",,"63","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-08",,"65","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-09",,"56","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-10",,"60","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-11",,"62","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-12",,"66","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-13",,"59","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-14",,"57","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-15",,"62","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-16",,"60","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-17",,"59","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-18",,"58","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-19",,"58","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-20",,"60","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-21",,"57","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-22",,"62","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-23",,"62","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-24",,"63","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-25",,"63","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-26",,"58","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-27",,"58","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-28",,"67","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-29",,"60","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-30",,"52","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-10-31",,"57","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-01",,"56","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-02",,"56","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-03",,"65","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-04",,"63","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-05",,"60","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-11-06",,"60","48"
