,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transaction date,Transaction Description,Doc Number,Sale Amount,Gallons,Document Reference,Payment Amount,Group,Gallon Consumption,Running total,Month,Year,Month-Year,Monthly Temp (F),,,,Month,Year,Total Gal,Nonzero Gal,Monthly Avg T,,,,,,
2/18/2016,MAINTENANCE,RNT6294496,($13.04),0, ,$0.00,48926203,"188,014.50","$2,390.67",2,2016,Feb-16,,,,,,,,,,,,,,,
2/23/2016,PROPANE INDEX,1091027006,"$1,998.15",1350.1, ,$0.00,49004735,"189,364.60","$4,388.82",2,2016,Feb-16,,,,,,,,,,,,,,,
3/2/2016,MAINTENANCE,1090318965B1,"($2,496.46)",0,1090318965C1,$0.00,49111013,"189,800.60","$1,859.76",3,2016,Mar-16,,,,,,,,,,,,,,,
3/2/2016,MAINTENANCE,1090318965C1,"$2,496.46",0,1090318965,$0.00,49111013,"193,174.20","$4,356.22",3,2016,Mar-16,,,,,,,,,,,,,,,
3/2/2016,MAINTENANCE,1090668875,($346.05),0, ,$0.00,49111013,"193,174.20","$4,010.17",3,2016,Mar-16,,,,,,,,,,,,,,,
3/2/2016,MAINTENANCE,1090668875C1,$346.05,0,1090668875,$0.00,49111013,"193,604.40","$4,328.52",3,2016,Mar-16,,,,,,,,,,,,,,,
3/2/2016,PROPANE INDEX,1088714562B1,$47.62,23.4,1088714562C1,$0.00,49110514,"189,657.20","$4,416.84",3,2016,Mar-16,,,,,,,,,,,,,,,
3/2/2016,ADJUSTMENT,1088714562C1,($51.76),23.4,1088714562,$0.00,49110514,"189,680.60","$4,365.08",3,2016,Mar-16,,,,,,,,,,,,,,,
3/2/2016,PROPANE INDEX,1088713700B1,$97.65,57.2,1088713700C1,$0.00,49110514,"189,576.60","$4,475.37",3,2016,Mar-16,,,,,,,,,,,,,,,
3/2/2016,ADJUSTMENT,1088713700C1,($106.15),57.2,1088713700,$0.00,49110514,"189,633.80","$4,369.22",3,2016,Mar-16,,,,,,,,,,,,,,,
3/2/2016,PROPANE INDEX,1088737293B1,$101.79,60,1088737293C1,$0.00,49110514,"189,740.60","$4,466.87",3,2016,Mar-16,,,,,,,,,,,,,,,
3/2/2016,ADJUSTMENT,1088737293C1,($110.65),60,1088737293,$0.00,49110514,"189,800.60","$4,356.22",3,2016,Mar-16,,,,,,,,,,,,,,,
3/2/2016,PROPANE INDEX,1088713697B1,$127.54,77.4,1088713697C1,$0.00,49110514,"189,442.00","$4,516.36",3,2016,Mar-16,,,,,,,,,,,,,,,
3/2/2016,ADJUSTMENT,1088713697C1,($138.64),77.4,1088713697,$0.00,49110514,"189,519.40","$4,377.72",3,2016,Mar-16,,,,,,,,,,,,,,,
3/2/2016,PROPANE INDEX,1090668875B1,$318.35,215.1,1090668875C1,$0.00,49110514,"193,389.30","$4,328.52",3,2016,Mar-16,,,,,,,,,,,,,,,
3/2/2016,ADJUSTMENT,1090668875C1,($346.05),215.1,1090668875,$0.00,49110514,"193,604.40","$3,982.47",3,2016,Mar-16,,,,,,,,,,,,,,,
3/2/2016,PROPANE INDEX,1090318965B1,"$2,496.46",1686.8,1090318965C1,$0.00,49110514,"191,487.40","$4,356.22",3,2016,Mar-16,,,,,,,,,,,,,,,
3/2/2016,ADJUSTMENT,1090318965C1,"($2,496.46)",1686.8,1090318965,$0.00,49110514,"193,174.20","$1,859.76",3,2016,Mar-16,,,,,,,,,,,,,,,
3/3/2016,MAINTENANCE,1088713697B1,($127.54),0,1088713697C1,$0.00,49114725,"193,604.40","$4,200.98",3,2016,Mar-16,,,,,,,,,,,,,,,
3/3/2016,MAINTENANCE,1088713697C1,$127.54,0,1088713697,$0.00,49114725,"193,604.40","$4,328.52",3,2016,Mar-16,,,,,,,,,,,,,,,
3/3/2016,MAINTENANCE,1088713700B1,($97.65),0,1088713700C1,$0.00,49114725,"193,604.40","$4,230.87",3,2016,Mar-16,,,,,,,,,,,,,,,
3/3/2016,MAINTENANCE,1088713700C1,$97.65,0,1088713700,$0.00,49114725,"193,604.40","$4,328.52",3,2016,Mar-16,,,,,,,,,,,,,,,
3/3/2016,MAINTENANCE,1088714562B1,($47.62),0,1088714562C1,$0.00,49114725,"193,604.40","$4,280.90",3,2016,Mar-16,,,,,,,,,,,,,,,
3/3/2016,MAINTENANCE,1088714562C1,$47.62,0,1088714562,$0.00,49114725,"193,604.40","$4,328.52",3,2016,Mar-16,,,,,,,,,,,,,,,
3/3/2016,MAINTENANCE,1088737293B1,($101.79),0,1088737293C1,$0.00,49114725,"193,604.40","$4,226.73",3,2016,Mar-16,,,,,,,,,,,,,,,
3/3/2016,MAINTENANCE,1088737293C1,$101.79,0,1088737293,$0.00,49114725,"193,604.40","$4,328.52",3,2016,Mar-16,,,,,,,,,,,,,,,
3/13/2016,PROPANE INDEX,1091283229,"$1,323.22",1114.2, ,$0.00,49237956,"194,718.60","$5,651.74",3,2016,Mar-16,,,,,,,,,,,,,,,
3/18/2016,MAINTENANCE,1090668875B1,($346.05),0,1090668875C1,$0.00,49314881,"194,718.60",$916.87,3,2016,Mar-16,,,,,,,,,,,,,,,
3/18/2016,MAINTENANCE,1090793584,"($2,044.62)",0, ,$0.00,49314881,"194,718.60","($1,127.75)",3,2016,Mar-16,,,,,,,,,,,,,,,
3/18/2016,MAINTENANCE,1091027006,"($1,998.15)",0, ,$0.00,49314881,"194,718.60","($3,125.90)",3,2016,Mar-16,,,,,,,,,,,,,,,
3/18/2016,MAINTENANCE,OA-10465287,"$4,388.82",0,5002982356,$0.00,49314881,"194,718.60","$1,262.92",3,2016,Mar-16,,,,,,,,,,,,,,,
3/24/2016,000000003549518,RNT6380671,$5.00,0, ,$0.00,49384834,"195,928.90","$2,676.47",3,2016,Mar-16,,,,,,,,,,,,,,,
3/24/2016,PROPANE INDEX,1091441594,"$1,408.55",1210.3, ,$0.00,49394123,"195,928.90","$2,671.47",3,2016,Mar-16,,,,,,,,,,,,,,,
4/14/2016,PROPANE INDEX,1091700822,"$1,273.35",1108.8, ,$0.00,49636364,"197,037.70",$927.30,4,2016,Apr-16,,,,,,,,,,,,,,,
4/20/2016,MAINTENANCE,1088713697C1,$11.10,0,1088713697,$0.00,49688839,"197,037.70",$938.40,4,2016,Apr-16,,,,,,,,,,,,,,,
4/20/2016,MAINTENANCE,1088713700C1,$8.50,0,1088713700,$0.00,49688839,"197,037.70",$946.90,4,2016,Apr-16,,,,,,,,,,,,,,,
4/20/2016,MAINTENANCE,1088714562C1,$4.14,0,1088714562,$0.00,49688839,"197,037.70",$951.04,4,2016,Apr-16,,,,,,,,,,,,,,,
4/20/2016,MAINTENANCE,1088737293C1,$8.86,0,1088737293,$0.00,49688839,"197,037.70",$959.90,4,2016,Apr-16,,,,,,,,,,,,,,,
4/20/2016,MAINTENANCE,1090668875B1,$27.70,0,1090668875C1,$0.00,49688839,"197,037.70",$987.60,4,2016,Apr-16,,,,,,,,,,,,,,,
4/20/2016,MAINTENANCE,1091283229,"($1,323.22)",0, ,$0.00,49688839,"197,037.70",($335.62),4,2016,Apr-16,,,,,,,,,,,,,,,
4/20/2016,MAINTENANCE,1091441594,"($1,408.55)",0, ,$0.00,49688839,"197,037.70","($1,744.17)",4,2016,Apr-16,,,,,,,,,,,,,,,
4/20/2016,MAINTENANCE,1091700822,($346.05),0, ,$0.00,49688839,"197,037.70","($2,090.22)",4,2016,Apr-16,,,,,,,,,,,,,,,
4/20/2016,MAINTENANCE,OA-10522098,"$3,022.52",0,BILL1213058925,$0.00,49688839,"197,037.70",$932.30,4,2016,Apr-16,,,,,,,,,,,,,,,
4/20/2016,MAINTENANCE,RNT6380671,($5.00),0, ,$0.00,49688839,"197,037.70",$927.30,4,2016,Apr-16,,,,,,,,,,,,,,,
5/6/2016,PROPANE INDEX,1091931894,$796.60,700, ,$0.00,49853893,"197,737.70","$1,723.90",5,2016,May-16,,,,,,,,,,,,,,,
6/20/2016,PROPANE INDEX,1092336276,$861.90,750, ,$0.00,50240173,"198,487.70",$861.90,6,2016,Jun-16,,,,,,,,,,,,,,,
8/25/2016,PROPANE INDEX,1092996472,$576.30,558.7, ,$0.00,50756977,"199,046.40",$576.30,8,2016,Aug-16,,,,,,,,,,,,,,,
9/26/2016,000000001857421,RNT6568484,$120.00,0, ,$0.00,51020928,"199,046.40",$120.00,9,2016,Sep-16,,,,,,,,,,,,,,,
10/13/2016,PROPANE BULK,1093531460,$239.66,200, ,$0.00,51189144,"199,796.40",$961.75,10,2016,Oct-16,,,,,,,,,,,,,,,
10/13/2016,PROPANE INDEX,1093494202,$602.09,550, ,$0.00,51189144,"199,596.40",$722.09,10,2016,Oct-16,,,,,,,,,,,,,,,
10/24/2016,PROPANE INDEX,1093651923,"$1,148.84",1008.2, ,$0.00,51298120,"200,804.60","$1,990.59",10,2016,Oct-16,,,,,,,,,,,,,,,
11/10/2016,PROPANE INDEX,1093848449,"$1,089.01",948.7, ,$0.00,51472998,"201,753.30","$3,079.60",11,2016,Nov-16,,,,,,,,,,,,,,,
11/16/2016,MAINTENANCE,1093494202,($602.09),0, ,$0.00,51527190,"201,753.30",$486.92,11,2016,Nov-16,,,,,,,,,,,,,,,
11/16/2016,MAINTENANCE,1093531460,($239.66),0, ,$0.00,51527190,"201,753.30",$247.26,11,2016,Nov-16,,,,,,,,,,,,,,,
11/16/2016,MAINTENANCE,1093651923,"($1,148.84)",0, ,$0.00,51527190,"201,753.30",($901.58),11,2016,Nov-16,,,,,,,,,,,,,,,
11/16/2016,MAINTENANCE,OA-11001233,"$1,990.59",0,67296,$0.00,51527190,"201,753.30","$1,089.01",11,2016,Nov-16,,,,,,,,,,,,,,,
11/25/2016,PROPANE INDEX,1094053879,"$1,289.72",1159.4, ,$0.00,51650152,"202,912.70","$2,378.73",11,2016,Nov-16,,,,,,,,,,,,,,,
12/7/2016,PROPANE INDEX,1094232617,"$1,516.20",1287.1, ,$0.00,51773104,"204,199.80","$3,894.93",12,2016,Dec-16,,,,,,,,,,,,,,,
12/16/2016,PROPANE INDEX,1094393903,"$1,847.56",1408.2, ,$0.00,51896456,"205,608.00","$5,742.49",12,2016,Dec-16,,,,,,,,,,,,,,,
12/20/2016,MAINTENANCE,1093848449,"($1,089.01)",0, ,$0.00,51932623,"205,608.00","$2,274.75",12,2016,Dec-16,,,,,,,,,,,,,,,
12/20/2016,MAINTENANCE,1094053879,"($1,289.72)",0, ,$0.00,51932623,"205,608.00",$985.03,12,2016,Dec-16,,,,,,,,,,,,,,,
12/20/2016,MAINTENANCE,OA-11112294,"$2,378.73",0,5003400476,$0.00,51932623,"205,608.00","$3,363.76",12,2016,Dec-16,,,,,,,,,,,,,,,
12/22/2016,PROPANE INDEX,1094484929,"$1,190.86",870, ,$0.00,51982746,"206,478.00","$4,554.62",12,2016,Dec-16,,,,,,,,,,,,,,,
1/1/2017,PROPANE INDEX,1094643222,"$1,513.92",1075, ,$0.00,52089986,"207,553.00","$6,068.54",1,2017,Jan-17,,,,,,,,,,,,,,,
1/6/2017,PROPANE INDEX,1094722235,"$1,652.56",1164.1, ,$0.00,52164161,"208,717.10","$7,721.10",1,2017,Jan-17,,,,,,,,,,,,,,,
1/13/2017,PROPANE INDEX,1094853037,"$1,874.72",1289.8, ,$0.00,52276208,"210,006.90","$9,595.82",1,2017,Jan-17,,,,,,,,,,,,,,,
1/17/2017,DISTANCE_CHECK_MET,1094920928,$0.00,0,1094920928,$0.00,0,"210,006.90","$9,595.82",1,2017,Jan-17,,,,,,,,,,,,,,,
1/17/2017,GAS LEAK,1094920928,$0.00,0,1094920928,$0.00,0,"210,006.90","$9,595.82",1,2017,Jan-17,,,,,,,,,,,,,,,
1/17/2017,SERVICE NO CHARGE,1094920928,$0.00,0,1094920928,$0.00,0,"210,006.90","$9,595.82",1,2017,Jan-17,,,,,,,,,,,,,,,
1/21/2017,MAINTENANCE,1094232617,"($1,516.20)",0, ,$0.00,52382292,"210,006.90","$3,525.00",1,2017,Jan-17,,,,,,,,,,,,,,,
1/21/2017,MAINTENANCE,1094393903,"($1,847.56)",0, ,$0.00,52382292,"210,006.90","$1,677.44",1,2017,Jan-17,,,,,,,,,,,,,,,
1/21/2017,MAINTENANCE,1094484929,"($1,190.86)",0, ,$0.00,52382292,"210,006.90",$486.58,1,2017,Jan-17,,,,,,,,,,,,,,,
1/21/2017,MAINTENANCE,OA-11225531,"$4,554.62",0,BILL122480648,$0.00,52382292,"211,150.70","$6,534.46",1,2017,Jan-17,,,,,,,,,,,,,,,
1/21/2017,PROPANE INDEX,1094922567,"$1,493.26",1143.8, ,$0.00,52381522,"211,150.70","$1,979.84",1,2017,Jan-17,,,,,,,,,,,,,,,
1/25/2017,000000001857419,RNT6757860,$12.00,0, ,$0.00,52434613,"211,150.70","$6,546.46",1,2017,Jan-17,,,,,,,,,,,,,,,
2/2/2017,PROPANE INDEX,1095184361,"$1,677.33",1105.4, ,$0.00,52547169,"212,256.10","$8,223.79",2,2017,Feb-17,,,,,,,,,,,,,,,
2/6/2017,PROPANE INDEX,1095208013,$940.66,600.6, ,$0.00,52590144,"212,856.70","$9,164.45",2,2017,Feb-17,,,,,,,,,,,,,,,
2/13/2017,PROPANE INDEX,1095334750,"$1,758.12",1217.7, ,$0.00,52688145,"214,074.40","$10,922.57",2,2017,Feb-17,,,,,,,,,,,,,,,
2/19/2017,MAINTENANCE,1094643222,"($1,513.92)",0, ,$0.00,52762129,"214,074.40","$2,862.19",2,2017,Feb-17,,,,,,,,,,,,,,,
2/19/2017,MAINTENANCE,1094722235,"($1,652.56)",0, ,$0.00,52762129,"214,074.40","$1,209.63",2,2017,Feb-17,,,,,,,,,,,,,,,
2/19/2017,MAINTENANCE,1094853037,"($1,874.72)",0, ,$0.00,52762129,"214,074.40",($665.09),2,2017,Feb-17,,,,,,,,,,,,,,,
2/19/2017,MAINTENANCE,1094922567,"($1,493.26)",0, ,$0.00,52762129,"214,074.40","($2,158.35)",2,2017,Feb-17,,,,,,,,,,,,,,,
2/19/2017,MAINTENANCE,OA-11304327,"$6,546.46",0,BILL1226187113,$0.00,52762129,"214,074.40","$4,388.11",2,2017,Feb-17,,,,,,,,,,,,,,,
2/19/2017,MAINTENANCE,RNT6757860,($12.00),0, ,$0.00,52762129,"214,074.40","$4,376.11",2,2017,Feb-17,,,,,,,,,,,,,,,
2/27/2017,PROPANE INDEX,1095517899,"$2,203.95",1595.1, ,$0.00,52872952,"215,669.50","$6,580.06",2,2017,Feb-17,,,,,,,,,,,,,,,
3/9/2017,PROPANE INDEX,1095689682,"$1,820.77",1330, ,$0.00,53001838,"216,999.50","$8,400.83",3,2017,Mar-17,,,,,,,,,,,,,,,
3/14/2017,MAINTENANCE,1095184361PY,$940.66,0,1095184361,$0.00,53067622,"216,999.50","$6,607.97",3,2017,Mar-17,,,,,,,,,,,,,,,
3/14/2017,MAINTENANCE,1095208013,($940.66),0, ,$0.00,53067622,"216,999.50","$5,667.31",3,2017,Mar-17,,,,,,,,,,,,,,,
3/16/2017,PROPANE INDEX,1095766027,$312.94,200.1, ,$0.00,53101647,"217,199.60","$5,980.25",3,2017,Mar-17,,,,,,,,,,,,,,,
3/21/2017,PROPANE INDEX,1095846358,"$1,597.42",1164.3, ,$0.00,53161258,"218,363.90","$7,577.67",3,2017,Mar-17,,,,,,,,,,,,,,,
3/27/2017,000000003549518,RNT6841044,$12.00,0, ,$0.00,53211850,"218,363.90","$7,590.39",3,2017,Mar-17,,,,,,,,,,,,,,,
4/3/2017,PROPANE INDEX,1096037434,"$1,616.63",1199.9, ,$0.00,53298462,"219,563.80","$9,207.02",4,2017,Apr-17,,,,,,,,,,,,,,,
4/11/2017,ADJUSTMENT,FC-11830065,($0.72),0, ,$0.00,53382522,"219,563.80","$9,193.26",4,2017,Apr-17,,,,,,,,,,,,,,,
4/13/2017,PROPANE INDEX,1096131051,$80.21,53.8, ,$0.00,53422010,"219,679.00","$9,363.18",4,2017,Apr-17,,,,,,,,,,,,,,,
4/13/2017,PROPANE INDEX,1096131048,$89.71,61.4, ,$0.00,53422010,"219,625.20","$9,282.97",4,2017,Apr-17,,,,,,,,,,,,,,,
4/13/2017,PROPANE INDEX,1096131969,$131.07,94.5, ,$0.00,53422010,"219,880.70","$9,641.19",4,2017,Apr-17,,,,,,,,,,,,,,,
4/13/2017,PROPANE INDEX,1096131963,$146.94,107.2, ,$0.00,53422010,"219,786.20","$9,510.12",4,2017,Apr-17,,,,,,,,,,,,,,,
4/19/2017,PROPANE INDEX,1096219010,"$1,533.16",1253.3, ,$0.00,53481322,"221,134.00","$5,342.80",4,2017,Apr-17,,,,,,,,,,,,,,,
4/20/2017,MAINTENANCE,1095517899,"($2,203.95)",0, ,$0.00,53484201,"221,134.00","$3,138.85",4,2017,Apr-17,,,,,,,,,,,,,,,
4/20/2017,MAINTENANCE,1095689682,"($1,820.77)",0, ,$0.00,53484201,"221,134.00","$1,318.08",4,2017,Apr-17,,,,,,,,,,,,,,,
4/20/2017,MAINTENANCE,1095766027,($312.94),0, ,$0.00,53484201,"221,134.00","$1,005.14",4,2017,Apr-17,,,,,,,,,,,,,,,
4/20/2017,MAINTENANCE,1095846358,"($1,597.42)",0, ,$0.00,53484201,"221,134.00",($592.28),4,2017,Apr-17,,,,,,,,,,,,,,,
4/20/2017,MAINTENANCE,OA-11364298,$115.53,0, ,$0.00,53484201,"221,134.00",($476.75),4,2017,Apr-17,,,,,,,,,,,,,,,
4/20/2017,MAINTENANCE,OA-11446145,"$5,831.55",0,BILL1228882319,$0.00,53484201,"221,134.00","$5,354.80",4,2017,Apr-17,,,,,,,,,,,,,,,
4/20/2017,MAINTENANCE,RNT6841044,($12.00),0, ,$0.00,53484201,"221,134.00","$5,342.80",4,2017,Apr-17,,,,,,,,,,,,,,,
5/2/2017,MAINTENANCE,1095334750,($13.04),0, ,$0.00,53597150,"221,134.00","$5,331.78",5,2017,May-17,,,,,,,,,,,,,,,
5/2/2017,MAINTENANCE,REF 69285,$13.04,0, ,$0.00,53597150,"221,134.00","$5,344.82",5,2017,May-17,,,,,,,,,,,,,,,
5/3/2017,REVERSE MAINT WORKSHEET 0 NET,OA-11364298,($115.53),0, ,$0.00,53608223,"225,423.50","$11,164.37",5,2017,May-17,,,,,,,,,,,,,,,
5/3/2017,REVERSE MAINT WORKSHEET 0 NET,OA-11446145,"($5,831.55)",0, ,$0.00,53608223,"225,423.50","$5,332.82",5,2017,May-17,,,,,,,,,,,,,,,
5/3/2017,REVERSE MAINT WORKSHEET 0 NET,RNT6841044,$12.00,0, ,$0.00,53608223,"225,423.50","$5,344.82",5,2017,May-17,,,,,,,,,,,,,,,
5/3/2017,REVERSE MAINT WORKSHEET 0 NET,1095766027,$312.94,200.1, ,$0.00,53608223,"224,259.20","$9,682.48",5,2017,May-17,,,,,,,,,,,,,,,
5/3/2017,REVERSE MAINT WORKSHEET 0 NET,1095846358,"$1,597.42",1164.3, ,$0.00,53608223,"225,423.50","$11,279.90",5,2017,May-17,,,,,,,,,,,,,,,
5/3/2017,REVERSE MAINT WORKSHEET 0 NET,1095689682,"$1,820.77",1330, ,$0.00,53608223,"224,059.10","$9,369.54",5,2017,May-17,,,,,,,,,,,,,,,
5/3/2017,REVERSE MAINT WORKSHEET 0 NET,1095517899,"$2,203.95",1595.1, ,$0.00,53608223,"222,729.10","$7,548.77",5,2017,May-17,,,,,,,,,,,,,,,
5/4/2017,Customer provided Invalid Info,OA-11364298,$115.53,0,CK 69012,$0.00,53617534,"225,423.50","$5,460.35",5,2017,May-17,,,,,,,,,,,,,,,
5/11/2017,MAINTENANCE,1095334750,"($1,745.08)",0, ,$0.00,53682102,"225,423.50","$3,715.27",5,2017,May-17,,,,,,,,,,,,,,,
5/11/2017,MAINTENANCE,1095517899,"($2,203.95)",0, ,$0.00,53682102,"225,423.50","$1,511.32",5,2017,May-17,,,,,,,,,,,,,,,
5/11/2017,MAINTENANCE,1095689682,"($1,820.77)",0, ,$0.00,53682102,"225,423.50",($309.45),5,2017,May-17,,,,,,,,,,,,,,,
5/11/2017,MAINTENANCE,1095766027,($49.75),0, ,$0.00,53682102,"225,423.50",($359.20),5,2017,May-17,,,,,,,,,,,,,,,
5/11/2017,MAINTENANCE,OA-11446145,"$5,831.55",0,BILL1228882319,$0.00,53682102,"226,501.90","$6,710.57",5,2017,May-17,,,,,,,,,,,,,,,
5/11/2017,MAINTENANCE,RNT6841044,($12.00),0, ,$0.00,53682102,"226,501.90","$6,698.57",5,2017,May-17,,,,,,,,,,,,,,,
5/11/2017,PROPANE INDEX,1096465897,"$1,238.22",1078.4, ,$0.00,53691232,"226,501.90",$879.02,5,2017,May-17,,,,,,,,,,,,,,,
5/23/2017,MAINTENANCE,1096037434,"($1,616.63)",0, ,$0.00,53803811,"226,501.90","$1,484.02",5,2017,May-17,,,,,,,,,,,,,,,
5/23/2017,MAINTENANCE,1096131048,($89.71),0, ,$0.00,53803811,"226,501.90","$1,394.31",5,2017,May-17,,,,,,,,,,,,,,,
5/23/2017,MAINTENANCE,1096131051,($80.21),0, ,$0.00,53803811,"226,501.90","$1,314.10",5,2017,May-17,,,,,,,,,,,,,,,
5/23/2017,MAINTENANCE,1096131963,($146.94),0, ,$0.00,53803811,"226,501.90","$1,167.16",5,2017,May-17,,,,,,,,,,,,,,,
5/23/2017,MAINTENANCE,1096131969,($131.07),0, ,$0.00,53803811,"226,501.90","$1,036.09",5,2017,May-17,,,,,,,,,,,,,,,
5/23/2017,MAINTENANCE,1096219010,"($1,533.16)",0, ,$0.00,53803811,"226,501.90",($497.07),5,2017,May-17,,,,,,,,,,,,,,,
5/23/2017,MAINTENANCE,FC-11874036,($0.20),0,900205,$0.00,53803811,"226,501.90",($497.27),5,2017,May-17,,,,,,,,,,,,,,,
5/23/2017,MAINTENANCE,OA-11509687,"$3,597.92",0,BILL1230155027,$0.00,53803811,"226,501.90","$3,103.23",5,2017,May-17,,,,,,,,,,,,,,,
6/11/2017,PROPANE INDEX,1096708445,"$1,012.28",886.8, ,$0.00,53949595,"227,388.70","$4,115.51",6,2017,Jun-17,,,,,,,,,,,,,,,
7/31/2017,PROPANE INDEX,1097237934,$657.26,590.9, ,$0.00,54338189,"227,979.60",$613.02,7,2017,Jul-17,,,,,,,,,,,,,,,
9/21/2017,PROPANE INDEX,1097796098,$778.38,607.3, ,$0.00,54785326,"228,586.90",$778.38,9,2017,Sep-17,,,,,,,,,,,,,,,
9/26/2017,000000001857421,RNT7029355,$120.00,0, ,$0.00,54816459,"228,586.90",$898.38,9,2017,Sep-17,,,,,,,,,,,,,,,
10/9/2017,PROPANE INDEX,1098003691,$783.56,523, ,$0.00,54928348,"229,109.90","$1,681.94",10,2017,Oct-17,,,,,,,,,,,,,,,
10/24/2017,PROPANE INDEX,1098170600,"$1,267.68",848, ,$0.00,55092234,"229,957.90","$2,051.24",10,2017,Oct-17,,,,,,,,,,,,,,,
11/6/2017,PROPANE INDEX,1098375262,"$1,887.08",1217, ,$0.00,55220422,"231,174.90","$3,938.32",11,2017,Nov-17,,,,,,,,,,,,,,,
11/18/2017,PROPANE INDEX,1098507772,"$1,165.31",750.6, ,$0.00,55368597,"231,925.50","$5,103.63",11,2017,Nov-17,,,,,,,,,,,,,,,
11/28/2017,PROPANE INDEX,1098687984,"$1,931.80",1241.2, ,$0.00,55487143,"233,166.70","$7,035.95",11,2017,Nov-17,,,,,,,,,,,,,,,
11/29/2017,MAINTENANCE,1098003691,($783.56),0, ,$0.00,55505348,"233,166.70","$4,201.15",11,2017,Nov-17,,,,,,,,,,,,,,,
11/29/2017,MAINTENANCE,1098170600,"($1,267.68)",0, ,$0.00,55505348,"233,166.70","$2,933.47",11,2017,Nov-17,,,,,,,,,,,,,,,
11/29/2017,MAINTENANCE,OA-11948833,"$2,051.24",0,72907,$0.00,55505348,"233,166.70","$4,984.71",11,2017,Nov-17,,,,,,,,,,,,,,,
12/8/2017,PROPANE INDEX,1098879598,"$1,881.93",1211.8, ,$0.00,55620972,"234,378.50","$6,866.64",12,2017,Dec-17,,,,,,,,,,,,,,,
12/16/2017,PROPANE INDEX,1099003711,"$1,930.98",1177.5, ,$0.00,55723931,"235,556.00","$8,797.62",12,2017,Dec-17,,,,,,,,,,,,,,,
12/19/2017,MAINTENANCE,1098375262,"($1,887.08)",0, ,$0.00,55753347,"235,556.00","$3,858.15",12,2017,Dec-17,,,,,,,,,,,,,,,
12/19/2017,MAINTENANCE,1098507772,"($1,165.31)",0, ,$0.00,55753347,"235,556.00","$2,692.84",12,2017,Dec-17,,,,,,,,,,,,,,,
12/19/2017,MAINTENANCE,OA-12006614,"$3,052.39",0,73242,$0.00,55753347,"235,556.00","$5,745.23",12,2017,Dec-17,,,,,,,,,,,,,,,
12/26/2017,PROPANE INDEX,1099139336,"$2,162.46",1345.9, ,$0.00,55847978,"236,901.90","$7,907.69",12,2017,Dec-17,,,,,,,,,,,,,,,
1/3/2018,PROPANE INDEX,1099325268,$878.64,524.5, ,$0.00,55964474,"237,426.40","$8,786.33",1,2018,Jan-18,,,,,,,,,,,,,,,
1/3/2018,PROPANE INDEX,1099332883,"$1,283.20",766, ,$0.00,55964474,"238,192.40","$10,069.53",1,2018,Jan-18,,,,,,,,,,,,,,,
1/15/2018,PROPANE INDEX,1099525020,"$1,812.13",1101.8, ,$0.00,56144759,"239,294.20","$11,881.66",1,2018,Jan-18,,,,,,,,,,,,,,,
1/19/2018,PROPANE INDEX,1099645325,"$1,097.55",664.7, ,$0.00,56232094,"239,958.90","$5,072.04",1,2018,Jan-18,,,,,,,,,,,,,,,
1/24/2018,000000001857419,RNT7218368,$12.00,0, ,$0.00,56298308,"239,958.90","$5,084.04",1,2018,Jan-18,,,,,,,,,,,,,,,
1/25/2018,PROPANE INDEX,1099742890,"$1,056.37",647.6, ,$0.00,56329407,"240,606.50","$6,140.41",1,2018,Jan-18,,,,,,,,,,,,,,,
2/1/2018,PROPANE INDEX,1099869445,"$1,402.55",873.1, ,$0.00,56427324,"241,479.60","$7,542.96",2,2018,Feb-18,,,,,,,,,,,,,,,
2/15/2018,PROPANE INDEX,1100062734,"$2,246.59",1448.2, ,$0.00,56634673,"242,927.80","$3,649.66",2,2018,Feb-18,,,,,,,,,,,,,,,
2/16/2018,MAINTENANCE,1099325268,($878.64),0, ,$0.00,56657757,"242,927.80","$2,771.02",2,2018,Feb-18,,,,,,,,,,,,,,,
2/16/2018,MAINTENANCE,1099332883,"($1,283.20)",0, ,$0.00,56657757,"242,927.80","$1,487.82",2,2018,Feb-18,,,,,,,,,,,,,,,
2/16/2018,MAINTENANCE,1099525020,"($1,812.13)",0, ,$0.00,56657757,"242,927.80",($324.31),2,2018,Feb-18,,,,,,,,,,,,,,,
2/16/2018,MAINTENANCE,1099645325,"($1,097.55)",0, ,$0.00,56657757,"242,927.80","($1,421.86)",2,2018,Feb-18,,,,,,,,,,,,,,,
2/16/2018,MAINTENANCE,1099742890,"($1,056.37)",0, ,$0.00,56657757,"242,927.80","($2,478.23)",2,2018,Feb-18,,,,,,,,,,,,,,,
2/16/2018,MAINTENANCE,RNT7218368PY,"$6,127.89",0,RNT7218368,$0.00,56657757,"242,927.80","$3,649.66",2,2018,Feb-18,,,,,,,,,,,,,,,
2/22/2018,PROPANE INDEX,1100213337,"$1,664.54",1103, ,$0.00,56729092,"244,030.80","$5,314.20",2,2018,Feb-18,,,,,,,,,,,,,,,
3/2/2018,PROPANE INDEX,1100349516,"$1,507.11",1019.9, ,$0.00,56845543,"245,050.70","$6,821.31",3,2018,Mar-18,,,,,,,,,,,,,,,
3/11/2018,PROPANE INDEX,1100483317,"$1,767.09",1206.7, ,$0.00,56952663,"246,257.40","$8,588.40",3,2018,Mar-18,,,,,,,,,,,,,,,
